timestamp,nanoseconds,x,y,z
1730916022795362285,794878976,0.4775922894477844,-2.7868711948394775,1.6857380867004395
1730916022827770831,823882816,0.4793194830417633,-2.7903919219970703,1.6847633123397827
1730916022860918023,853882816,0.48106396198272705,-2.7942051887512207,1.6837295293807983
1730916022893759064,893882816,0.48323920369148254,-2.7998054027557373,1.6822285652160645
1730916022929409313,923888448,0.4848930537700653,-2.8044145107269287,1.681056261062622
1730916022962946765,963888448,0.4869981110095978,-2.8110153675079346,1.679423451423645
1730916022996308411,993888448,0.4884317219257355,-2.816086769104004,1.6781550645828247
1730916023029284800,23892800,0.48993104696273804,-2.8213229179382324,1.6767936944961548
1730916023061302055,53892800,0.4913487732410431,-2.8266096115112305,1.6754177808761597
1730916023094863636,94892800,0.4932187497615814,-2.8337488174438477,1.6735806465148926
1730916023127670124,123900224,0.4945836663246155,-2.8390629291534424,1.672159194946289
1730916023161115858,153900224,0.4958541691303253,-2.844207763671875,1.6706197261810303
1730916023193632539,193900224,0.4975600838661194,-2.850615978240967,1.6687170267105103
1730916023229597629,223906368,0.4988325238227844,-2.855149507522583,1.667333722114563
1730916023263074025,263906368,0.5004761815071106,-2.8607535362243652,1.665295124053955
1730916023295140532,293906368,0.5017811059951782,-2.8645904064178467,1.6636165380477905
1730916023328582268,323915072,0.5030684471130371,-2.8679823875427246,1.6620060205459595
1730916023361464303,353915072,0.504280686378479,-2.870952844619751,1.6605321168899536
1730916023394759598,394915072,0.5059162974357605,-2.874335527420044,1.6585549116134644
1730916023428289156,423922752,0.5070691108703613,-2.8764631748199463,1.6570183038711548
1730916023461056349,453922752,0.508082389831543,-2.878385066986084,1.6554676294326782
1730916023493840400,493922752,0.509479284286499,-2.8808095455169678,1.653398036956787
1730916023529601802,523928896,0.5104491114616394,-2.8826606273651123,1.651964545249939
1730916023562618036,563928896,0.5115771889686584,-2.885310173034668,1.6502853631973267
1730916023595262243,593928896,0.5122721195220947,-2.887505054473877,1.649383306503296
1730916023629027386,623937344,0.512895405292511,-2.8900387287139893,1.648745059967041
1730916023661399145,653937344,0.5136082768440247,-2.8929972648620605,1.64816153049469
1730916023694895548,694937344,0.5145798325538635,-2.897840976715088,1.6475874185562134
1730916023728288266,723944512,0.5152121782302856,-2.902294635772705,1.6472899913787842
1730916023760843356,753944512,0.5157738327980042,-2.9074623584747314,1.6469446420669556
1730916023793814927,793944512,0.5167281031608582,-2.9155161380767822,1.646314263343811
1730916023829939676,823949120,0.5174810886383057,-2.9224350452423096,1.6458550691604614
1730916023863613706,863949120,0.5183469653129578,-2.932778835296631,1.645251750946045
1730916023895628923,893949120,0.5190570950508118,-2.941350221633911,1.6447255611419678
1730916023928686426,923957056,0.5197930932044983,-2.9505889415740967,1.6440930366516113
1730916023961598279,953957056,0.520448625087738,-2.960225820541382,1.6435067653656006
1730916023994792889,994957056,0.5212994813919067,-2.973583459854126,1.6428683996200562
1730916024028412355,23963712,0.5219537615776062,-2.983996868133545,1.6422511339187622
1730916024060940353,53963712,0.5226826667785645,-2.9945766925811768,1.6415759325027466
1730916024093860926,93963712,0.5237025022506714,-3.0086662769317627,1.640802025794983
1730916024129747798,123968832,0.5244280695915222,-3.0191547870635986,1.640203833580017
1730916024163538853,163968832,0.525304913520813,-3.0329205989837646,1.6391562223434448
1730916024195708587,193968832,0.5258437991142273,-3.0428881645202637,1.6381677389144897
1730916024228833968,223974720,0.5263864994049072,-3.052495002746582,1.6371678113937378
1730916024261504720,253974720,0.5269217491149902,-3.0616307258605957,1.6362701654434204
1730916024294797894,294974720,0.527586042881012,-3.0729029178619385,1.6351027488708496
1730916024328478383,323977024,0.5280577540397644,-3.080564498901367,1.6341981887817383
1730916024361282624,353977024,0.5285176634788513,-3.087524652481079,1.6333423852920532
1730916024393987312,393977024,0.5291094779968262,-3.0958762168884277,1.632119059562683
1730916024429865881,423980352,0.5295168161392212,-3.1014840602874756,1.6310685873031616
1730916024463568573,463980352,0.5301015377044678,-3.1080167293548584,1.629630446434021
1730916024495317439,493980352,0.5306119918823242,-3.112288475036621,1.6285887956619263
1730916024528517426,523988288,0.5310729146003723,-3.1160106658935547,1.6275440454483032
1730916024561275823,553988288,0.5314838290214539,-3.1190881729125977,1.6264914274215698
1730916024594499956,594988288,0.5320795178413391,-3.1224205493927,1.6251492500305176
1730916024627730906,623995456,0.5325435400009155,-3.124431610107422,1.6241283416748047
1730916024660952845,653995456,0.5330102443695068,-3.1260130405426025,1.6231045722961426
1730916024693721888,693995456,0.5336949229240417,-3.12748122215271,1.6215077638626099
1730916024729766163,724001600,0.534134030342102,-3.1282005310058594,1.6198363304138184
1730916024763202419,764001600,0.534763753414154,-3.128786087036133,1.6165941953659058
1730916024795635856,794001600,0.5352877974510193,-3.128969669342041,1.6134130954742432
1730916024829537565,824008768,0.5358207821846008,-3.128990411758423,1.609634518623352
1730916024861943670,854008768,0.536404550075531,-3.1288869380950928,1.605435848236084
1730916024894646921,895008768,0.537230372428894,-3.1286942958831787,1.5994514226913452
1730916024927941307,924014912,0.5379342436790466,-3.1284353733062744,1.5946812629699707
1730916024960979161,954014912,0.5386161804199219,-3.1282761096954346,1.589544415473938
1730916024993836300,994014912,0.5394653081893921,-3.1279659271240234,1.5820462703704834
1730916025029879588,24021056,0.5401362180709839,-3.127725601196289,1.5761394500732422
1730916025063407774,64021056,0.5410076975822449,-3.127344846725464,1.5681140422821045
1730916025095656457,94021056,0.5416252017021179,-3.1270456314086914,1.5621919631958008
1730916025128738651,124029248,0.5422501564025879,-3.1268317699432373,1.556290864944458
1730916025161854916,154029248,0.5430257320404053,-3.1266324520111084,1.550479531288147
1730916025194847338,195029248,0.5441116690635681,-3.1262993812561035,1.5430654287338257
1730916025227847248,224036672,0.5447794795036316,-3.125986099243164,1.5377197265625
1730916025261352771,254036672,0.545405387878418,-3.1256775856018066,1.5323469638824463
1730916025293676457,294036672,0.546408474445343,-3.125372886657715,1.5248011350631714
1730916025329797125,324041024,0.5470858812332153,-3.1250016689300537,1.5186141729354858
1730916025363088237,364041024,0.5478881597518921,-3.124380350112915,1.5097512006759644
1730916025395478841,394041024,0.5484447479248047,-3.123816728591919,1.502788782119751
1730916025428603957,424048704,0.5489917397499084,-3.1232285499572754,1.4956655502319336
1730916025461404452,454048704,0.5494397878646851,-3.122528314590454,1.488576889038086
1730916025494654840,495048704,0.5498672723770142,-3.121415138244629,1.4793733358383179
1730916025527583301,524053824,0.5501773953437805,-3.120697259902954,1.4723873138427734
1730916025560969848,554053824,0.5504510998725891,-3.119901180267334,1.465419888496399
1730916025593741328,594053824,0.5507479906082153,-3.1185903549194336,1.4563839435577393
1730916025630048556,624058944,0.5508794188499451,-3.1174254417419434,1.4497371912002563
1730916025663147739,664058944,0.5511415004730225,-3.1156628131866455,1.4409111738204956
1730916025695445729,694058944,0.5512164235115051,-3.1143321990966797,1.4342941045761108
1730916025728545861,724067648,0.551205575466156,-3.112946033477783,1.4275805950164795
1730916025761579703,754067648,0.5511460304260254,-3.111490249633789,1.4205060005187988
1730916025794425482,795067648,0.5510538816452026,-3.109410047531128,1.4101910591125488
1730916025827932357,824075328,0.5508634448051453,-3.1077356338500977,1.4017637968063354
1730916025861562436,854075328,0.5505632162094116,-3.1059377193450928,1.392980933189392
1730916025894080726,894075328,0.5502046942710876,-3.1034374237060547,1.3811296224594116
1730916025930131396,924080192,0.5499683618545532,-3.1014902591705322,1.3722065687179565
1730916025963686704,964080192,0.5495596528053284,-3.0988924503326416,1.3603771924972534
1730916025996070715,994080192,0.5491400957107544,-3.0968494415283203,1.3515923023223877
1730916026028999259,24087872,0.5486993789672852,-3.094761848449707,1.3429335355758667
1730916026061474864,54087872,0.548108696937561,-3.0926930904388428,1.334256649017334
1730916026095161968,95087872,0.5471625924110413,-3.090104579925537,1.3228765726089478
1730916026127609170,124094016,0.5463761687278748,-3.0881314277648926,1.3145108222961426
1730916026161292356,154094016,0.5454820990562439,-3.0861661434173584,1.306258201599121
1730916026194192346,194094016,0.5441245436668396,-3.083662748336792,1.2954250574111938
1730916026231146564,224098880,0.5430119633674622,-3.081868886947632,1.2875813245773315
1730916026263181493,264098880,0.541388750076294,-3.079378843307495,1.2773797512054443
1730916026296366731,294098880,0.5400777459144592,-3.0775763988494873,1.2698218822479248
1730916026329429903,324103744,0.5387356877326965,-3.0758018493652344,1.262387990951538
1730916026361548998,354103744,0.537297785282135,-3.0740890502929688,1.2550357580184937
1730916026394570027,394103744,0.5352550148963928,-3.0719852447509766,1.2453354597091675
1730916026428432303,424110656,0.5336102247238159,-3.0703530311584473,1.238247036933899
1730916026461440245,454110656,0.5319391489028931,-3.068789005279541,1.2313023805618286
1730916026494109923,494110656,0.5298258066177368,-3.0668210983276367,1.2224105596542358
1730916026530122694,524115264,0.5282841920852661,-3.065493583679199,1.2159287929534912
1730916026563919760,564115264,0.5261833071708679,-3.063993215560913,1.2073407173156738
1730916026596226280,594115264,0.524657130241394,-3.062985897064209,1.2011046409606934
1730916026629789515,624121152,0.5231274962425232,-3.0621180534362793,1.1949856281280518
1730916026661793095,654121152,0.5216431617736816,-3.0614116191864014,1.188887357711792
1730916026695143075,695121152,0.5198208689689636,-3.0606203079223633,1.1809430122375488
1730916026728080422,724125760,0.5185314416885376,-3.0600953102111816,1.1752641201019287
1730916026761407126,754125760,0.5172439813613892,-3.0596625804901123,1.169861912727356
1730916026794278590,794125760,0.5156594514846802,-3.0592637062072754,1.1632685661315918
1730916026831463798,824129856,0.514560878276825,-3.0590274333953857,1.1585179567337036
1730916026862757926,864129856,0.5131067633628845,-3.058845043182373,1.1522393226623535
1730916026895742485,894129856,0.5121350288391113,-3.05875563621521,1.1476075649261475
1730916026929665266,924137024,0.511271059513092,-3.058676242828369,1.1430637836456299
1730916026962033296,954137024,0.5105564594268799,-3.0588347911834717,1.1389787197113037
1730916026995757835,995137024,0.5095199346542358,-3.059464693069458,1.1390632390975952
1730916027028516565,24139840,0.508795976638794,-3.059748649597168,1.140209674835205
1730916027060981901,54139840,0.5082260370254517,-3.060004234313965,1.1408212184906006
1730916027093481296,94139840,0.507641613483429,-3.0604143142700195,1.14035964012146
1730916027129700837,124145728,0.5073223114013672,-3.0609538555145264,1.1387799978256226
1730916027162644088,164145728,0.5069960355758667,-3.0618844032287598,1.1347246170043945
1730916027195541058,194145728,0.5066176056861877,-3.0629265308380127,1.1312007904052734
1730916027228693527,224154944,0.505500078201294,-3.0642240047454834,1.1311637163162231
