timestamp,nanoseconds,x,y,z
1730929164728733976,708616448,1.1151959289668403,0.3383160201485862,-0.00803443658614441
1730929164735014421,718616064,1.1018349149873732,0.3367219386818187,-0.020866319071371237
1730929164746670836,728616192,1.1340568592539104,0.3314271585922407,0.027230325936421017
1730929164756174526,738615808,1.1300072635789393,0.3306052204491556,0.016708837206559815
1730929164765842719,748615936,1.1224308800764682,0.32968161850401867,0.017502867948220598
1730929164775691441,758615552,1.1232965825045682,0.32901440191279846,0.00998243160373985
1730929164786321865,768615424,1.1177153009340577,0.33160984626019985,0.00987244561728156
1730929164795986010,778615296,1.1203350499675089,0.32462459316547704,0.01267167552641034
1730929164806021040,788614912,1.1059879905592158,0.3317155148282811,-0.0007086347654817957
1730929164816238285,798615040,1.116450529025122,0.3421776187239049,-0.010949567551881173
1730929164826436805,808615168,1.1082844592013101,0.3336858270968789,0.008868800170533452
1730929164835610691,818615296,1.11054816693109,0.3256590686878224,0.012106073111685836
1730929164846415496,828615168,1.11343793549888,0.3236368573632642,0.0264902899036712
1730929164857957810,838615040,1.1186883775104497,0.3190543227720966,0.01285744138064382
1730929164866049543,848615168,1.1017493124869513,0.32081016929539696,-0.0016597653485923083
1730929164876891433,858615296,1.1065268421562138,0.31673367211087394,0.016591305967288736
1730929164887309665,868615424,1.0936296084977648,0.31628483056554435,0.026826178649634193
1730929164895788873,878615552,1.106177010292679,0.3061569391158689,0.04333799887456938
1730929164906026160,888615424,1.0880731410498232,0.3174841084512018,0.004736091172827604
1730929164916614297,898615808,1.0848483290162863,0.31789351273760574,-0.0031294513785841
1730929164925789303,908615936,1.0783267444556004,0.3074803726950286,0.015698879870752476
1730929164951635662,918616064,1.0792362763279577,0.3129184872330331,0.0070874438784772065
1730929164951704941,928615936,1.074704113379608,0.31412602681950175,0.008769171090486853
1730929164955108174,938615808,1.0790984730831157,0.30894206409815556,0.03248987783110534
1730929164966329226,948616192,1.0648494205712558,0.3184888368954293,-0.001511376640667271
1730929164975609692,958616064,1.0582407042967994,0.3094347807482158,0.007983889384291759
