timestamp,nanoseconds,roll,pitch
1730757534804748269,805262144,0.03631264709934373,-0.005468053117293748
1730757534838119979,835264192,0.03636060920795529,-0.005479517357259889
1730757534871243019,865264192,0.03631427105325088,-0.005457606816853862
1730757534903968419,905264192,0.036298345985154266,-0.005447966648763182
1730757534936698967,935269824,0.036326131464409855,-0.005447734184172371
1730757534970165714,965269824,0.036351422082771756,-0.005442383109469568
1730757535003691767,5269824,0.03633029529901816,-0.0054359102150037635
1730757535035974680,35273920,0.03629472519801101,-0.005438972515139946
1730757535070081880,65273920,0.03631006705115322,-0.00544426004001699
1730757535105271567,105273920,0.03633675031016269,-0.005431948319424247
1730757535137792960,135275968,0.0363422113368713,-0.00543020105734157
1730757535170376272,165275968,0.03629935457248599,-0.005419269309361617
1730757535203693078,201275968,0.03630205772130288,-0.005414611116266848
1730757535236902366,231284416,0.03594533461310493,-0.0069172829847820895
1730757535270847825,271284416,0.03593231849874669,-0.006909792560393769
1730757535303780673,301284416,0.035901158405592035,-0.006894609642514587
1730757535336374496,331289024,0.03589091076343014,-0.006909364514863308
1730757535369387638,361289024,0.035930088162472916,-0.0069216963976046104
1730757535405345684,401289024,0.035927194946843405,-0.00692584212528346
1730757535438779646,431291328,0.03590507673641604,-0.006925666062575508
1730757535471385803,471291328,0.03589238979579243,-0.006938847687602237
1730757535503927704,501291328,0.03591265604218008,-0.0069384264794134665
1730757535537478093,531295936,0.03593449941921605,-0.006935323321836852
1730757535570374909,571295936,0.0359346790742584,-0.006934957931072984
1730757535603799761,601295936,0.03592932158451993,-0.006943968931950822
1730757535636433280,631299008,0.03594541765383627,-0.006959945443376481
1730757535669268954,661299008,0.03596287919020789,-0.006960791518476363
1730757535704596250,701299008,0.035961356347501326,-0.006953129097207989
1730757535738423549,731302080,0.03594374292437011,-0.0069562808889199355
1730757535770872560,771302080,0.035968132654383485,-0.006968506307426832
1730757535803917651,801302080,0.03596992766921654,-0.0069661688203747
1730757535837579091,831307200,0.03595701216228355,-0.006980950352688547
1730757535870463544,871307200,0.03595645110532848,-0.006966498734732162
1730757535903328002,901307200,0.03595900831925401,-0.006968670618506643
1730757535936370164,931310528,0.03597411559947032,-0.006971960982920231
1730757535969173372,961310528,0.035961968876157144,-0.006974994246963674
1730757536005159623,1310528,0.03595783879967695,-0.006973474566670771
1730757536038556952,31312320,0.035970165514112584,-0.0069615928010321095
1730757536071442786,71312320,0.035960702116106434,-0.006969791413448093
1730757536104175028,101312320,0.035954150608360644,-0.006964740498697008
1730757536137405005,131317696,0.0359410488911873,-0.006977181750150325
1730757536170291343,171317696,0.03593370362777162,-0.006974220536796611
