timestamp,roll,pitch
1730757553728485763,-9.527146164824625e-17,-1.194073980410329e-16
1730757553832446262,-1.2435335091746308e-16,-1.224501153468711e-16
1730757553931250954,-1.2437825808832086e-16,-1.224497286448286e-16
1730757554030092767,-1.243837081215716e-16,-1.2244964335333908e-16
1730757554132156380,-1.244232104247058e-16,-1.2244901790075774e-16
1730757554231081197,-1.2445357775686347e-16,-1.2244852841905517e-16
1730757554330135096,-1.2446765700108591e-16,-1.2244829892411786e-16
1730757554432145067,-1.2450314382174308e-16,-1.224477132964042e-16
1730757554531126860,-1.2453642156820958e-16,-1.224471547776421e-16
1730757554630226635,-1.2455384505239244e-16,-1.2244685874144004e-16
1730757554732014138,-1.2457952571970266e-16,-1.22446417888968e-16
1730757554831184284,-1.246088500641209e-16,-1.2244590789809624e-16
1730757554930165053,-1.2463222903916836e-16,-1.224454962724712e-16
1730757555032173058,-1.2465849798313723e-16,-1.2244502843685127e-16
1730757555131328094,-1.2469086693186805e-16,-1.2244444421035742e-16
1730757555230196249,-1.2471682602402777e-16,-1.2244396949021612e-16
1730757555332328912,-1.2473723186343068e-16,-1.2244359245897294e-16
1730757555431291819,-1.2476426432117935e-16,-1.2244308775172328e-16
1730757555530146359,-1.2479201911473226e-16,-1.2244256334652073e-16
1730757555632311940,-1.248160788078969e-16,-1.2244210366480895e-16
1730757555731336718,-1.2484257426649786e-16,-1.2244159197376697e-16
1730757555830618361,-1.248702565741776e-16,-1.2244105123509078e-16
1730757555932223067,-1.248926542734259e-16,-1.2244060914227813e-16
1730757556031398350,-1.2492028485822507e-16,-1.224400581140833e-16
1730757556130265283,-1.249382027125573e-16,-1.2243969744975376e-16
1730757556232077351,-1.249607963542808e-16,-1.224392389282897e-16
1730757556331208337,-1.249609201981205e-16,-1.2243923640347564e-16
1730757556430434548,-1.2501525179435468e-16,-1.224381166537017e-16
1730757556532217945,-1.2505443144856206e-16,-1.2243729421059423e-16
1730757556631151510,-1.2504866195543992e-16,-1.224374161089325e-16
1730757556730176848,-1.2507753043946418e-16,-1.2243680344877515e-16
1730757556829073767,-1.2511654454967412e-16,-1.22435964653269e-16
1730757556930272033,-1.2512600918837415e-16,-1.2243575929080463e-16
1730757557032204597,-1.2514945876503909e-16,-1.2243524733157336e-16
1730757557131627976,-1.251825896172919e-16,-1.2243451634840288e-16
1730757557231171411,-1.2519851502755022e-16,-1.2243416178581249e-16
1730757557330369560,-1.2521584410851085e-16,-1.2243377361740292e-16
1730757557430712203,-1.2524759149027094e-16,-1.2243305611550064e-16
1730757557530478590,-1.252664685935907e-16,-1.224326255816546e-16
1730757557632312481,-1.252807734612925e-16,-1.2243229738821218e-16
1730757557731364330,-1.2531039463383992e-16,-1.2243161247960452e-16
1730757557831326468,-1.2533118073654224e-16,-1.2243112757651615e-16
1730757557930286405,0.0009451128977060546,-0.000546675888669355
1730757558033237846,0.0005225991313450603,-0.00045136172650767737
1730757558132147763,0.0012748745839644162,-0.00040352744076595557
1730757558231295899,0.0006760011455849393,-0.00037291968214705383
1730757558330195993,-1.2246467991473535e-16,-1.224646799147353e-16
1730757558432337162,0.0006882985278965863,5.5517735536126774e-05
1730757558531254225,0.0010951345472928783,-0.000334638002163924
1730757558631227503,0.001031577511041536,9.344404028838071e-05
1730757558729950892,0.0009877964022333495,-0.0014572925124016214
1730757558830432581,0.001126663028338293,-0.0011108674307485418
1730757558932269033,0.0009814176777420173,-0.000331214637146075
1730757559032254806,0.002419603285869898,-0.003684656028378115
1730757559131321070,0.0013353633189846334,-7.031341427144613e-05
1730757559230287616,0.003538445035804356,-0.000594996155409205
1730757559330217465,0.0006677017202041122,-0.00017610089634217634
1730757559432267690,0.005285902106600496,0.0012263836124850225
1730757559531383519,0.007939333832368299,0.0003850144696654873
1730757559630387569,0.012124225603908675,0.0007655495321953377
1730757559732401126,0.009569503989519734,-0.0011355009512335566
1730757559832185765,-0.002898168970274304,-0.0006497016456464528
1730757559931550663,-0.0004549919379929075,0.002447829494338659
1730757560030207241,0.006474310216514809,0.00021242864689217326
1730757560132145680,-0.005269225536135248,-0.0013413618532574182
1730757560231466508,-0.001432830177067231,0.0031031475908953826
1730757560330325550,0.002661101283835384,0.0026876919296666816
1730757560430312594,-0.001213532096520085,0.00306192709949232
1730757560532366682,0.0062856217411135186,0.0007385278550627459
1730757560631263119,0.005204451094570925,0.005650031959302828
1730757560730303680,0.009183333096979544,0.0005528088962866643
1730757560832333076,0.002451271016849221,0.0033933890381822717
1730757560932368557,0.008302040106189627,-0.0018213878406314293
1730757561031230895,0.014121361470834776,-0.0006206962788373984
1730757561130471382,0.012938569670387033,0.0011816142113078574
1730757561232568130,0.013228935500943659,-0.0014639015949015864
1730757561331308340,0.01085734529462001,0.0045564103099181375
1730757561430395436,0.021034291393740807,-0.000446063589161965
1730757561530805751,0.01943824167241656,0.005231081802685783
1730757561632490595,0.018919347412128636,0.005965347259561917
1730757561730385074,0.017836742431973883,0.005852112816924028
