timestamp,roll,pitch
1730757534804748269,0.03631264709934373,-0.005468053117293748
1730757534838119979,0.03636060920795529,-0.005479517357259889
1730757534871243019,0.03631427105325088,-0.005457606816853862
1730757534903968419,0.036298345985154266,-0.005447966648763182
1730757534936698967,0.036326131464409855,-0.005447734184172371
1730757534970165714,0.036351422082771756,-0.005442383109469568
1730757535003691767,0.03633029529901816,-0.0054359102150037635
1730757535035974680,0.03629472519801101,-0.005438972515139946
1730757535070081880,0.03631006705115322,-0.00544426004001699
1730757535105271567,0.03633675031016269,-0.005431948319424247
1730757535137792960,0.0363422113368713,-0.00543020105734157
1730757535170376272,0.03629935457248599,-0.005419269309361617
1730757535203693078,0.03630205772130288,-0.005414611116266848
1730757535236902366,0.03594533461310493,-0.0069172829847820895
1730757535270847825,0.03593231849874669,-0.006909792560393769
1730757535303780673,0.035901158405592035,-0.006894609642514587
1730757535336374496,0.03589091076343014,-0.006909364514863308
1730757535369387638,0.035930088162472916,-0.0069216963976046104
1730757535405345684,0.035927194946843405,-0.00692584212528346
1730757535438779646,0.03590507673641604,-0.006925666062575508
1730757535471385803,0.03589238979579243,-0.006938847687602237
1730757535503927704,0.03591265604218008,-0.0069384264794134665
1730757535537478093,0.03593449941921605,-0.006935323321836852
1730757535570374909,0.0359346790742584,-0.006934957931072984
1730757535603799761,0.03592932158451993,-0.006943968931950822
1730757535636433280,0.03594541765383627,-0.006959945443376481
1730757535669268954,0.03596287919020789,-0.006960791518476363
1730757535704596250,0.035961356347501326,-0.006953129097207989
1730757535738423549,0.03594374292437011,-0.0069562808889199355
1730757535770872560,0.035968132654383485,-0.006968506307426832
1730757535803917651,0.03596992766921654,-0.0069661688203747
1730757535837579091,0.03595701216228355,-0.006980950352688547
1730757535870463544,0.03595645110532848,-0.006966498734732162
1730757535903328002,0.03595900831925401,-0.006968670618506643
1730757535936370164,0.03597411559947032,-0.006971960982920231
1730757535969173372,0.035961968876157144,-0.006974994246963674
1730757536005159623,0.03595783879967695,-0.006973474566670771
1730757536038556952,0.035970165514112584,-0.0069615928010321095
1730757536071442786,0.035960702116106434,-0.006969791413448093
1730757536104175028,0.035954150608360644,-0.006964740498697008
1730757536137405005,0.0359410488911873,-0.006977181750150325
1730757536170291343,0.03593370362777162,-0.006974220536796611
1730757536203164698,0.035931665219276945,-0.006982270753332914
1730757536236290637,0.035931456654295896,-0.006992025946331652
1730757536269283383,0.035932216286955525,-0.006997161488227607
1730757536306473697,0.035934867824322925,-0.00699578246580677
1730757536338998427,0.035924643974413965,-0.007001922102617511
1730757536371242927,0.035929179722724774,-0.007003487146667475
1730757536403966265,0.03593582070409952,-0.007016550969298746
1730757536437159613,0.035932137580605095,-0.007008890977324002
1730757536470285107,0.03592393846940833,-0.007007650584936041
1730757536503151911,0.035921043370581496,-0.007003969204311276
1730757536536389501,0.035926825884410214,-0.006997074515429957
1730757536569405424,0.03593979420228966,-0.00698815397116048
1730757536605357603,0.03594071339690669,-0.006986502498539873
1730757536639130237,0.035930376955730065,-0.006985693271195576
1730757536672328985,0.035937141069890245,-0.006984632690503261
1730757536703898404,0.03594257321872281,-0.006979494878109265
1730757536737064144,0.035936092207495975,-0.00697909331883096
1730757536771009195,0.0359305304305126,-0.006979576773935784
1730757536804153891,0.035941941079923226,-0.0069819359541207935
1730757536836874741,0.03595105819265787,-0.006979569311746085
1730757536869327649,0.0359413760642917,-0.006977741344188901
1730757536905060745,0.03594229329804164,-0.0069714837678685705
