timestamp,nanoseconds,roll,pitch
1730923765047619862,44040576,-1.335850457039614e-16,-1.2195874421841342e-16
1730923765148154419,144042880,-1.3360210831687075e-16,-1.2195718722242605e-16
1730923765249023572,244043648,-1.3361963424143686e-16,-1.2195558544235592e-16
1730923765349399415,344048256,-1.3363623289013304e-16,-1.219540660688952e-16
1730923765448356591,444060800,-1.3365161769884878e-16,-1.2195265577113503e-16
1730923765550344675,544061568,-1.3366888483969443e-16,-1.2195107059234086e-16
1730923765648790052,644065920,-1.336885192237601e-16,-1.219492650973501e-16
1730923765748615989,744067456,-1.3370467498759583e-16,-1.2194777709077211e-16
1730923765849305443,844067456,-1.3371863912254805e-16,-1.2194648920230327e-16
1730923765948650926,944072832,-1.3373446498617809e-16,-1.2194502766026197e-16
1730923766047339198,44074368,-1.3375000315102273e-16,-1.219435906723724e-16
1730923766149517477,144074368,-1.3376403820833324e-16,-1.219422909772138e-16
1730923766247647652,244077696,-1.337810378604065e-16,-1.2194071456844926e-16
1730923766347360926,344078976,-1.3379506279361637e-16,-1.2193941221129668e-16
1730923766449413931,444078976,-1.3381166018304482e-16,-1.2193786887349302e-16
1730923766548519469,543082304,-1.3376324614806515e-16,-1.219423643681294e-16
1730923766647737011,643083840,-1.33774194995529e-16,-1.2194134940722886e-16
1730923766749344605,743084096,-1.3378511247355518e-16,-1.21940336367011e-16
1730923766848567601,843088704,-1.3379044259383337e-16,-1.219398414233647e-16
1730923766947196738,943090752,-1.3379127570802245e-16,-1.2193976404091525e-16
1730923767049477721,43092544,-1.3378622329707885e-16,-1.2194023323768202e-16
1730923767149355014,143096896,-1.33777641864434e-16,-1.2194102967641061e-16
1730923767248784235,243100992,-1.3376277287032888e-16,-1.21942408218738e-16
1730923767347513716,343102528,-1.3374342804622034e-16,-1.2194419898955876e-16
1730923767449621938,443102528,-1.337191945638548e-16,-1.2194643794154602e-16
1730923767548419588,543107648,-1.336907107059585e-16,-1.219490633801387e-16
1730923767647791358,643111488,-1.3365644376337542e-16,-1.2195221297120788e-16
1730923767748864336,743111232,-1.3361813115913585e-16,-1.2195572291597204e-16
1730923767848718950,843116352,-1.3357357201100092e-16,-1.2195978986129853e-16
1730923767947488550,943118656,-1.3352774487935147e-16,-1.2196395541391422e-16
1730923768049503376,43118144,-1.33475793529081e-16,-1.219686566441992e-16
1730923768148796992,143122496,-1.334208667191708e-16,-1.219736028709692e-16
1730923768247588113,243123264,-1.3336593768642196e-16,-1.219785243623394e-16
1730923768349745301,343123264,-1.3331012211559606e-16,-1.2198349974519655e-16
1730923768449020111,443127360,-1.3325104188229433e-16,-1.2198873809546262e-16
1730923768547576897,543128896,-1.3318981864003117e-16,-1.2199413603096563e-16
1730923768649569417,643128384,-1.3312235587637768e-16,-1.2200004823652827e-16
1730923768749100524,743132480,-1.3305550811710765e-16,-1.2200586946785148e-16
1730923768847389903,843133760,-1.3298808088068322e-16,-1.2201170377766414e-16
1730923768949520021,943134272,-1.3292001333525058e-16,-1.2201755541595002e-16
1730923769049333302,43138624,-1.3284933952226357e-16,-1.2202359063498476e-16
1730923769148738569,143140672,-1.3277851834144409e-16,-1.220295970800786e-16
1730923769249733036,243141184,-1.3271002078108516e-16,-1.2203536707508555e-16
1730923769348671980,343144512,-1.3263789687215143e-16,-1.220414006940101e-16
1730923769447009663,443146304,-1.325658327922573e-16,-1.2204738644134702e-16
1730923769549449336,543147072,-1.3249826541541593e-16,-1.2205295977000764e-16
1730923769648652032,643151424,-1.3243064398554593e-16,-1.2205849985461025e-16
1730923769750239399,743153728,-1.3236251616096774e-16,-1.2206404328982942e-16
1730923769849285194,773153728,-1.3234388768034224e-16,-1.220655523910925e-16
1730923784203884327,773458880,-1.3234388768034224e-16,-1.220655523910925e-16
1730923784303808788,293461696,-1.2801360162069849e-16,-1.2233890343843887e-16
1730923784404809444,393463744,-1.279975204930419e-16,-1.223396317705494e-16
1730923784503902803,493465792,-1.279810369508663e-16,-1.2234037613015787e-16
1730923784603988900,593469376,-1.2796960751182738e-16,-1.223408909513469e-16
1730923784704875185,693470656,-1.2795456813048725e-16,-1.2234156674653602e-16
1730923784803893242,793472192,-1.2793907455965085e-16,-1.223422610134793e-16
1730923784903869883,893476288,-1.279263971876849e-16,-1.2234282762405382e-16
1730923785004748137,993479872,-1.2791223416617428e-16,-1.2234345907851476e-16
1730923785103914855,93481920,-1.2789958737175838e-16,-1.2234402154397316e-16
1730923785203762359,193485504,-1.2788323750417276e-16,-1.223447467620434e-16
1730923785304790341,293487552,-1.2786774398880632e-16,-1.2234543197532983e-16
1730923785404057473,393488832,-1.2785117718446661e-16,-1.223461624808141e-16
1730923785503680687,493490624,-1.2783743719231626e-16,-1.2234676663424653e-16
1730923785604911881,593493184,-1.2782456322476656e-16,-1.2234733130526968e-16
1730923785703984407,693494208,-1.2780991485738488e-16,-1.2234797215330727e-16
1730923785803914996,793498560,-1.277960197744269e-16,-1.2234857842214203e-16
1730923785904521009,893499584,-1.2778354841277296e-16,-1.2234912122495674e-16
1730923786004076615,993501120,-1.2776979755067794e-16,-1.2234971824032694e-16
1730923786103802395,93504960,-1.27757521756069e-16,-1.2235024990518494e-16
1730923786204862275,193507264,-1.277432135285204e-16,-1.2235086803740592e-16
1730923786304074719,293508032,-1.2773166992709158e-16,-1.2235136551272452e-16
1730923786403989568,393507264,-1.277184348136626e-16,-1.2235193454163516e-16
1730923786504930594,493508800,-1.2770501403687064e-16,-1.223525100882976e-16
1730923786603986284,593510336,-1.2769018998598473e-16,-1.2235314409983036e-16
1730923786703705463,693514176,-1.2767581999564181e-16,-1.223537569740944e-16
1730923786804964760,793516224,-1.2766174874372187e-16,-1.2235435546888123e-16
1730923786903943116,893516480,-1.276501227628385e-16,-1.2235484873550224e-16
1730923787003551407,993521344,-1.2763719661566698e-16,-1.2235539586629255e-16
1730923787105069993,93521856,-1.2762109314992287e-16,-1.2235607557112385e-16
1730923787204177702,193523392,-1.2760780618438114e-16,-1.2235663479678183e-16
1730923787304038116,293525440,-1.2759665388921901e-16,-1.223571030620773e-16
1730923787405960181,393529536,-1.2758114914313404e-16,-1.2235775238722488e-16
1730923787504951360,493531584,-1.2756879005475998e-16,-1.223582685652959e-16
1730923787604354038,593531584,-1.2755629707586065e-16,-1.2235878906438683e-16
1730923787706206342,693534400,-1.2754116291268645e-16,-1.2235941789249448e-16
1730923787805019679,793536448,-1.2752877293626734e-16,-1.2235993130305303e-16
1730923787904367082,893536448,-1.2751882791943058e-16,-1.2236034249120592e-16
1730923788006086109,993539520,-1.2750824352200154e-16,-1.2236077922585338e-16
1730923788105056226,93541824,-1.2749247986305426e-16,-1.2236142796771486e-16
1730923788204158264,193542080,-1.2748027530288056e-16,-1.223619288403096e-16
1730923788306049167,293546944,-1.2746756560510774e-16,-1.2236244914755356e-16
1730923788404912081,393547456,-1.2745096622637463e-16,-1.223631266985154e-16
1730923788504130948,493549248,-1.2743629579722715e-16,-1.2236372363627848e-16
1730923788605779881,593553344,-1.2742431830184306e-16,-1.223642096925719e-16
1730923788705134569,693552832,-1.274156419963904e-16,-1.2236456105051246e-16
1730923788803936750,793554112,-1.2740324139771716e-16,-1.2236506215867905e-16
1730923788906139600,893557440,-1.2739350221681387e-16,-1.2236545483645748e-16
1730923789004905429,993560256,-1.2738096767115095e-16,-1.2236595907896401e-16
1730923789103964404,93562048,-1.2736982548683493e-16,-1.2236640622954933e-16
1730923789205935424,193566400,-1.273589307668326e-16,-1.2236684246647586e-16
1730923789304868296,293569472,-1.2734934675494615e-16,-1.2236722541791458e-16
1730923789399892742,393569472,-1.2733573867396825e-16,-1.2236776786875977e-16
1730923789506158235,493578944,-1.2732315211919492e-16,-1.2236826824980842e-16
1730923789605089396,593579968,-1.273131340350163e-16,-1.2236866559402417e-16
1730923789704033460,693581504,-1.273023531707497e-16,-1.223690922745062e-16
1730923789805960823,793586112,-1.2729290284426352e-16,-1.2236946551309836e-16
1730923789905097796,893587648,-1.2728138907456485e-16,-1.2236991925913898e-16
1730923790003890031,993588416,-1.2726926618419663e-16,-1.2237039583738335e-16
1730923790105819497,93593280,-1.2725883581064797e-16,-1.2237080491630458e-16
1730923790205128832,193596096,-1.27244856062899e-16,-1.2237135180511455e-16
1730923790305125929,293597888,-1.272343431013637e-16,-1.223717620192857e-16
1730923790404178858,393598656,-1.272237269713223e-16,-1.2237217534117702e-16
1730923790506109955,493603520,-1.2721335792367282e-16,-1.2237257815289344e-16
1730923790605157173,593606080,-1.272011013019171e-16,-1.223730531573909e-16
1730923790698486253,693607872,-1.2719108323503735e-16,-1.2237344049372975e-16
1730923790805951148,793610688,-1.2718235491107035e-16,-1.2237377729418805e-16
1730923790905036861,893611456,-1.2717227490438287e-16,-1.2237416547634566e-16
1730923791004046560,993612480,-1.2715990447541652e-16,-1.2237464072651393e-16
1730923791106184585,93617344,-1.271474514899612e-16,-1.223751178834686e-16
1730923791205125726,193618624,-1.2713874367315456e-16,-1.2237545078405557e-16
1730923791304377506,293619648,-1.271260843322077e-16,-1.223759336449587e-16
1730923791405901506,393624256,-1.2711440493832363e-16,-1.2237637796496343e-16
1730923791505063919,493627584,-1.271065637762734e-16,-1.223766756405589e-16
1730923791599250420,593627584,-1.2709271763836427e-16,-1.2237720005559548e-16
1730923791706018353,693638336,-1.2708407155645493e-16,-1.2237752672561652e-16
1730923791799977284,793638336,-1.2707580725838783e-16,-1.223778383991121e-16
