timestamp,nanoseconds,roll,pitch
1731002453932418586,931351168,-0.01149671432202339,0.01402829090217976
1731002453965795732,961351168,-0.011656880923593368,0.014051940692912197
1731002453999768076,991351168,-0.01165236290141213,0.014056743968563552
1731002454035685589,31352448,-0.011476895326272022,0.01404098585971007
1731002454068214353,61352448,-0.011535544041027612,0.014049103506744431
1731002454101097443,101352448,-0.011662245985785002,0.014067517369533307
1731002454133631097,131351424,-0.01164065952779992,0.01404889663694599
1731002454167695712,161351424,-0.011505248073206527,0.01403500708518054
1731002454201488666,201351424,-0.011487037990731133,0.014038732506339139
1731002454233005611,231350400,-0.011603003683176414,0.014047849092928137
1731002454267301138,261350400,-0.011589557003775721,0.014034869869180318
1731002454299550193,291350400,-0.011531591692477375,0.014028999484700919
1731002454334796436,331347328,-0.011486633848403656,0.014015059396892448
1731002454368263292,361347328,-0.011557089396290004,0.01401668724593943
1731002454401356713,401347328,-0.011554900370227775,0.014016293953474063
1731002454433758622,430347328,-0.011510214114252616,0.014015007827423251
1731002454467743033,461347328,-0.01149355431649816,0.014019251000961049
1731002454501001098,501347328,-0.011509655545827812,0.014033901611579502
1731002454532921725,531345792,-0.011535370876739344,0.014032961582336845
1731002454566570129,561345792,-0.011510611061831301,0.014029261426288025
1731002454599709026,591345792,-0.011510432039764394,0.014024300104906564
1731002454634997128,631347584,-0.011518522104051968,0.014036549322540172
1731002454668340795,661347584,-0.011527996484714724,0.014031525822259108
1731002454701683399,701347584,-0.011522645295463266,0.0140438263731223
1731002454733787606,731347584,-0.011511101144715742,0.014040019485279087
1731002454767635225,761347584,-0.011482285554260348,0.01404646408232966
1731002454800910127,801347584,-0.011467888585148996,0.014036023040317688
1731002454833246906,831347072,-0.011484484021098666,0.014042314288580505
1731002454866890390,861347072,-0.011485125153832406,0.014054006290964075
1731002454900685456,891347072,-0.011472177506845455,0.014064956701329297
1731002454935299624,931344000,-0.01142566701391572,0.014061858735186757
1731002454967883401,960344000,-0.011441888063400381,0.014069285679754913
1731002455001457531,1344000,-0.011457700450976297,0.014072125476038333
1731002455033427786,31341440,-0.011437841435841357,0.01407587321382832
1731002455066740413,61341440,-0.011415654146154215,0.014078652388740067
1731002455100528119,101341440,-0.011413575310381167,0.014073272024769611
1731002455133023355,131339648,-0.01144207730775117,0.014076384173600959
1731002455166136114,161339648,-0.011420525692580034,0.014094275638265381
1731002455199414426,191339648,-0.011406498417486682,0.014093799162220715
1731002455235169855,231341696,-0.011398585951981588,0.014109500115185442
1731002455267760262,261341696,-0.011412621680343744,0.01410452335455309
1731002455301555683,301341696,-0.011415083733207388,0.014091390881364138
1731002455333734488,331340928,-0.011396006771185196,0.014089243663235839
1731002455367078946,361340928,-0.011381473963136287,0.014091588161960912
1731002455400471810,401340928,-0.011398320316346258,0.014089460590343902
1731002455433044182,430340160,-0.011402564809578415,0.014088354963888458
1731002455466227512,461340160,-0.011397178194440692,0.01410726690871811
1731002455499603598,491340160,-0.011391957062660283,0.014109791668019445
