timestamp,nanoseconds,roll,pitch
1730994033691666461,262773632,-1.5496639058404997e-16,-1.180730139794302e-16
1730994033796073774,784775936,-1.3577410983714495e-16,-1.217392989209279e-16
1730994033895417332,884782336,-1.3572316580968366e-16,-1.2174485770820889e-16
1730994033995413440,984788224,-1.3567492183696263e-16,-1.2175010199164025e-16
1730994034096252070,83789760,-1.3563001810079441e-16,-1.2175496580043571e-16
1730994034195366112,184793856,-1.355850305814237e-16,-1.217598218830896e-16
1730994034294400074,283799232,-1.3553875626412173e-16,-1.2176479932324035e-16
1730994034396234854,383801024,-1.3549137089094218e-16,-1.2176987783860583e-16
1730994034495540470,484806400,-1.3544614266342653e-16,-1.2177470776611589e-16
1730994034595143274,583812032,-1.3540018211844e-16,-1.2177959849398634e-16
1730994034696171196,683813568,-1.3535617507739442e-16,-1.2178426490762145e-16
1730994034795405858,784818432,-1.3531205303967227e-16,-1.2178892737193817e-16
1730994034895018123,883820736,-1.3526804262990805e-16,-1.2179356193905447e-16
1730994034996147285,984822528,-1.352238254936727e-16,-1.2179820208325758e-16
1730994035095416701,84827648,-1.351797610106726e-16,-1.2180281006340666e-16
1730994035195246804,183833792,-1.3513570565252826e-16,-1.2180740097945922e-16
1730994035296351924,284835072,-1.3509007602152044e-16,-1.2181213896720374e-16
1730994035395338775,384840448,-1.3504821921859139e-16,-1.2181647000798733e-16
1730994035495110058,483845568,-1.3500540455925075e-16,-1.2182088512241663e-16
1730994035596303804,583849408,-1.3496189964610584e-16,-1.2182535584025361e-16
1730994035695320989,684854272,-1.3492066550311037e-16,-1.2182957871404126e-16
1730994035795265196,783859904,-1.348831845317874e-16,-1.218334049827667e-16
1730994035896335312,883861952,-1.3484147585585388e-16,-1.2183764914364726e-16
1730994035996241305,984866048,-1.3480090793143173e-16,-1.218417633857072e-16
1730994036094520777,83871168,-1.347588681506557e-16,-1.2184601250036184e-16
1730994036196622187,183873472,-1.347181333139124e-16,-1.2185011574230364e-16
1730994036295789839,284877824,-1.3467761305502248e-16,-1.218541837227161e-16
1730994036395291572,384882944,-1.3463615633221156e-16,-1.2185833163324288e-16
1730994036496221052,483884992,-1.3459850443515888e-16,-1.218620865122789e-16
1730994036595100410,584890112,-1.345587835369719e-16,-1.2186603499003801e-16
1730994036695088173,683892160,-1.345195969217382e-16,-1.218699175456062e-16
1730994036796164441,783894720,-1.344835559228206e-16,-1.218734772053413e-16
1730994036895586438,884900352,-1.344450979801649e-16,-1.2187726371065322e-16
1730994036995325196,983905472,-1.3440568201097604e-16,-1.2188113182751527e-16
1730994037096392800,83907520,-1.3436662546373178e-16,-1.2188495197836074e-16
1730994037195412299,184912896,-1.3433125058455076e-16,-1.2188840111822314e-16
1730994037295043998,283917504,-1.3429496960104225e-16,-1.2189192784002e-16
1730994037396183470,383920064,-1.3425822523652992e-16,-1.2189548849469926e-16
1730994037495396159,484924928,-1.3421914456232574e-16,-1.2189926327696622e-16
1730994037595119699,583931328,-1.341834370981391e-16,-1.2190270118703278e-16
1730994037696129193,684933120,-1.3414846961475408e-16,-1.2190605762169618e-16
1730994037796115708,784939008,-1.34110332839425e-16,-1.2190970672828412e-16
1730994037894617105,884943872,-1.3407174229234142e-16,-1.219133869990533e-16
1730994037996299679,983945920,-1.340369887853065e-16,-1.2191669079343758e-16
1730994038095416886,84952320,-1.340037154988797e-16,-1.2191984450616082e-16
1730994038194774343,183958720,-1.3396375492703784e-16,-1.2192361994494755e-16
1730994038296470503,283961024,-1.3392872179998379e-16,-1.2192691897309573e-16
1730994038395520747,384967680,-1.338939859395219e-16,-1.2193017998186646e-16
1730994038495095123,483972288,-1.3386075101475727e-16,-1.219332907376071e-16
1730994038596417339,583974080,-1.3382781443321842e-16,-1.2193636455353848e-16
